microRNA ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC06	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-143-3p	13,13355823	17,59079232	16,7616349	16,96244871	17,71094523	17,29691452	13,65045966	15,26734312	17,69659489	17,96129383	17,43322828	17,84360704	19,1515844	17,23409369	17,26584962	17,93472888	18,67547574	19,04687198	15,07693177	19,01648367	17,06304229	18,11019346	20,31053564	18,38252353
miR-22-3p	13,12949961	12,84079731	12,83922589	11,87369363	13,92218686	13,89748473	13,60148929	14,88060865	13,24765453	14,03842075	13,82913052	14,47823844	14,11178965	14,04061195	13,8845159	13,715638	14,15165455	13,85378174	14,54103322	14,33740789	14,01128167	13,53050638	14,90579235	13,15782499
miR-125a-5p	12,32434605	13,26399385	13,66936404	13,23715123	13,99795029	13,60031116	12,34933409	12,30572984	14,15850163	14,25405939	14,41397859	13,5911443	14,9184871	13,57809759	13,77653904	13,97304432	15,03887307	14,88943216	13,6773029	15,37639757	14,11486039	13,90778702	15,08131322	13,83422574
miR-320a-3p	11,65859772	10,38279792	10,69883376	8,337324966	10,02708988	11,9128694	11,20459985	12,10149684	9,83181272	10,27895424	11,41050845	11,16007307	10,18484213	11,12897268	10,73859767	10,39379533	10,10035824	11,02008621	12,6305347	10,61778006	11,91846905	10,2983632	10,126949	9,869825121
miR-12136-3p	11,20081026	9,196837665	8,768749682	8,421834753	8,332246921	9,747528279	12,0995608	11,11750413	9,311643319	9,708729982	11,10126033	8,741640335	10,59622363	8,942713374	8,557403781	8,773534308	10,24771439	8,582633392	10,506957	9,892922149	9,047907622	9,770877531	11,56534824	8,638064724
miR-125b-2-5p	10,97680317	12,18973757	12,12575381	11,27441242	12,58022585	12,40024894	11,00750757	10,80905241	13,20325579	12,71889025	12,89760706	12,17333805	13,76239753	12,33235407	12,23124757	12,84246022	13,99334111	13,12159027	11,99539461	13,72760404	12,75980581	12,51883335	13,94751555	12,36245582
miR-3907-3p	10,84710165	7,917353198	7,084372844	7,807642847	7,067023651	10,41523487	12,32633477	10,6350506	7,161413306	8,192663916	10,7515718	7,49475373	7,089138668	10,01512415	9,893509554	8,196300996	7,442263874	8,059927083	11,15685306	7,497246417	9,229405022	7,531682402	8,454081656	10,09032845
miR-12136-5p	10,66433879	10,95871092	9,650288943	8,887010721	9,820489325	10,32308746	10,34601935	10,83327494	9,456294305	10,40130689	10,28627997	9,260556436	11,05011277	8,853953932	8,127771803	9,270998076	10,98969556	8,163496674	8,438154942	9,522934936	8,380975247	10,91113612	11,34032386	9,516753727
miR-99a-5p	10,6313198	13,72224898	12,94126908	12,19306719	12,07350828	13,29868496	11,10069853	10,72228585	14,80173158	13,70080936	13,78588983	14,00146922	14,60537397	13,09225037	13,26408513	14,54004682	14,84960402	14,24919052	12,33258546	14,60607638	13,47547519	13,31786759	15,18248164	12,80902947
miR-30a-5p	10,60179496	16,53623874	16,19271036	15,41196665	15,1937001	14,65011608	11,6573434	14,65566094	16,61900687	16,74950323	15,49321047	16,7759521	17,92357513	14,95318869	15,92762609	17,64020842	16,77518583	17,06320952	13,00841254	17,15260025	15,30017005	16,34375525	18,70865228	16,08182282
miR-100-5p	10,57599795	12,99898373	13,24803038	11,36090482	13,03717585	12,31237801	10,70287269	10,84648863	12,06838656	12,76814608	12,1243296	12,68772373	13,66072536	12,48566242	12,47141196	12,96636264	13,70578857	13,6849671	11,37497644	13,45491611	13,71781792	12,71299256	14,44002058	13,31647704
miR-320b-1-3p	10,56045983	9,355074534	9,740242337	6,836559154	8,937280984	10,9634735	10,10460014	11,08854494	8,739842939	9,167345212	10,16471476	10,21467525	9,111579495	10,02452769	9,616358965	9,30694343	9,032055927	9,894175721	11,65255582	9,598427659	10,98261765	9,22856535	8,968782623	8,720717466
miR-369-3p	10,36373445	12,49189734	12,61377412	11,47562443	12,82389979	12,66162051	10,83741944	11,38232524	12,09906507	11,9872757	11,50175565	10,97647049	11,13751881	10,94582038	10,56466727	10,79398857	11,9094627	11,41850082	9,552316646	10,42973507	10,90216909	12,29892772	11,32995921	11,82833209
miR-7853-3p	10,35111494	8,620485097	8,167401861	6,67377357	7,249987198	10,09337747	10,54525179	9,602289593	7,483651421	8,28638234	9,014237546	7,347601562	6,865184385	7,21383317	6,929263856	7,143117951	8,616564596	6,243034389	8,431941229	6,878358244	7,34588512	8,267812994	7,683352612	7,803685367
miR-10b-5p	10,2995032	15,01851597	14,63822192	14,1669866	14,31847218	13,28542059	11,10976443	11,99066674	14,39558498	14,62369626	14,48587963	14,69188586	16,30222825	14,11051009	14,20339978	15,15752849	15,61452081	15,35604254	11,87440614	15,51795598	13,47192572	14,3924587	16,82762234	15,00098987
miR-10a-5p	10,28895553	12,6373229	13,41551202	13,07657336	13,21661349	12,20674954	10,34129017	10,95359017	14,37458296	13,9904157	13,21888053	13,1994858	15,73870624	11,83204898	12,49544884	13,46810486	14,60334287	13,33596572	11,36970352	14,29632322	12,15357299	13,31453197	16,03962689	13,03040188
miR-423-3p	10,1603216	11,64542015	11,72184226	11,04343819	11,58580362	11,80233947	9,472780577	11,29918526	12,03211346	12,10035123	11,59411141	12,33279893	12,02073329	11,40174742	11,76848607	12,38588604	12,08525185	12,34052216	10,62808695	12,65111259	12,06755022	11,21814818	12,59553903	11,63978224
miR-6765-3p	10,10727717	9,79114928	9,742319789	9,972291301	9,375437769	10,73340022	11,04652655	11,23795056	9,698016703	9,925656936	10,47946307	9,476969638	8,657198009	10,51318112	10,04694306	10,07269519	9,461009388	10,21539792	10,41780093	9,966334472	10,56865517	9,978734864	9,515576813	10,27284402
miR-6131-3p	10,07540931	8,707015626	8,768749682	8,082123521	8,626621721	10,29141109	10,55243066	10,0015375	7,915043948	8,64492716	9,088089346	7,483365959	8,09583983	8,469386149	7,396165131	7,794200872	8,057750421	7,695382926	9,034071947	7,150477432	8,402984002	8,762130101	7,546818264	9,018720293
let-7b-5p	10,01429116	12,96129003	13,32384385	11,86056542	13,22044984	12,4157575	9,970738765	12,60001697	13,88558018	13,51403588	12,79469648	13,50261576	14,12631073	12,90678936	12,97489919	13,03583128	13,82144258	13,90504166	11,61226841	14,20061504	13,08408462	13,33159172	13,89266328	13,22805195
miR-30e-5p	9,968757679	13,82545078	13,54569179	12,89989179	13,22027257	12,28969625	9,640000035	11,7761093	14,63692234	13,86683201	13,01270085	14,46981791	14,56639274	13,15723199	13,82743473	14,82493497	14,34584321	14,33757807	10,38198755	14,32103641	13,30562932	13,75184032	15,76252123	13,73044504
miR-1268a-5p	9,887192566	8,09662986	7,948484199	7,322120175	8,025513401	9,604004544	9,922399302	9,678859595	7,051107346	7,745433364	8,231742653	6,916517502	7,837129781	7,19136667	6,535543064	5,729889767	7,664339069	6,243034389	8,400464768	6,88318042	7,281544853	8,097070422	6,91783019	6,494751774
miR-378a-3p	9,803519842	10,91065236	10,08945949	8,27763086	9,993883041	11,32417411	9,774422126	10,80362112	10,64799867	11,1343224	10,39938889	11,42528795	10,13588655	10,09103855	11,07451857	11,44592612	10,95767748	11,24698742	10,19344542	11,73710078	11,06192311	10,57828736	11,87015387	9,226383171
miR-125b-5p	9,55659931	11,80506033	11,74263718	10,55449587	12,20027139	11,69837506	9,970662212	10,20868801	12,70918857	12,33369685	12,15143366	11,86231506	13,33549747	11,76050264	11,8614548	12,36277555	13,63072005	12,80374571	11,55515047	13,38863716	12,4184229	12,0144951	13,62446317	11,58928474
miR-30d-5p	9,511946386	14,10847446	14,19540703	13,56672213	13,69282135	12,79247078	10,31016676	11,82683362	15,09350242	14,63678261	13,23253456	14,91386019	15,73387708	13,07793114	13,64802109	15,02123796	14,76457183	14,71873751	11,41017212	15,00876926	13,61069061	13,99587632	16,52621806	14,28603978
miR-4468-5p	9,458826539	6,654404205	6,729687031	5,383028249	6,268766757	8,268429957	9,435547748	7,787253818	6,107909717	5,845361297	7,088100513	4,931672445	5,692271087	6,509440712	4,433875041	5,159449352	6,39311343	5,17068554	7,404783338	4,972040804	5,930142442	7,029691002	5,073702394	6,177127429
miR-186-5p	9,458826539	11,456671	11,22886114	10,79825151	11,35991604	10,86515643	9,817340286	9,511980244	12,10804642	11,62754957	11,13751951	12,82242842	12,060043	11,50213766	11,91849728	12,59499777	12,25480168	12,23193062	10,06816711	12,21751144	11,84074957	11,36771367	12,79386529	11,50393789
miR-145-3p	9,393865413	11,12741639	10,64934962	9,994019846	11,15532747	11,94903613	9,305623535	9,7515697	11,14847256	11,6576755	11,87870724	11,72300747	12,01646207	11,20299419	11,24664334	11,5046885	12,49205712	12,88107495	10,6656425	12,85132819	11,85432989	11,76065972	13,04262943	11,76224788
miR-146a-5p	9,305053529	11,83703533	11,96651085	9,498704173	11,88689076	11,44392667	9,890382612	10,98380225	11,80641747	11,17549965	11,24659487	12,05332067	11,65524518	10,81655048	11,63592038	12,84590041	13,59306946	12,40311106	10,39721734	12,81484309	12,58021371	11,88470984	12,70850654	10,25955884
miR-127-3p	9,218773388	7,339891384	6,78164651	7,070517508	8,877625914	9,768132186	9,157459636	9,080705578	7,348400389	8,834161774	8,955096369	8,12247409	8,890970909	8,542211358	7,786880607	7,802039296	9,584934639	9,043601414	10,57831863	8,923485784	9,518622373	8,894178859	9,340770581	7,043274105
let-7i-5p	9,202005256	13,49993506	13,61369853	12,66582809	14,22248572	12,22486981	9,063575194	12,37588772	14,33931587	13,99238306	12,7409348	14,62061952	14,79490824	13,90867816	13,64620252	14,48327499	14,29391775	14,24783283	11,08417448	14,22523661	12,92186776	13,49236846	14,91349192	13,94984133
miR-711-5p	9,167872738	10,57911407	10,49605194	11,18919932	10,84655622	10,31494162	8,872877692	9,203156302	10,92525997	11,03250805	9,792648066	10,2926808	9,918301383	9,512992451	10,10232453	10,40670481	10,21341954	10,32816962	9,348036411	10,62840955	10,52068374	10,15687999	10,17337038	10,8383655
miR-760-5p	9,138798832	12,76904999	13,1148645	11,40504109	12,85693075	11,74372773	9,215465095	11,83758746	11,89880902	12,51734702	11,25675612	11,76142552	12,66698503	11,21557328	12,01725465	12,22998617	11,54170938	11,37120756	8,069245819	11,07419898	10,79997079	11,88545058	12,05952286	14,77287691
miR-21-5p	9,132913075	17,07785311	17,1913803	17,02823239	19,31453062	14,30234929	11,46206307	14,13431842	18,66780602	18,93270284	14,9289529	18,91932378	18,80608219	16,8898029	17,35609627	18,5562665	17,94566559	18,397794	12,36107139	17,61406185	16,29869857	17,30571321	18,07227088	19,50817362
miR-106b-5p	9,118092763	10,31247173	10,58134762	10,03986562	10,7424382	8,941806336	9,113759065	8,738580456	11,56306564	10,29836754	9,031957619	10,3870277	11,31015365	11,26884975	10,21260646	11,15286629	10,10485542	11,08381513	7,999528745	10,18126769	9,434000316	10,25075689	11,12005462	10,68141305
miR-193a-5p	9,035320937	8,117843083	8,453464255	5,668931529	7,931705937	9,175700257	8,20574476	8,935157141	7,275702276	8,33982376	8,876362922	9,493147079	7,97777889	8,672825326	8,552441062	8,663105006	8,020151069	8,872107867	9,366073221	8,6666829	10,05183544	7,824345704	7,724448957	8,102594547
miR-12136	8,950859038	8,685075316	7,395763456	6,149712231	7,518045178	8,524005072	9,271228234	8,632150095	7,009237951	7,968646186	9,10910999	6,998802064	9,330960934	7,266366918	7,060898649	6,963732313	8,816243086	6,356177467	7,366199276	7,567833509	6,276708023	8,956736877	9,164401337	7,521517945
miR-378d-1-5p	8,930645027	5,302427898	4,822220995	3,56716227	3,409778785	7,10127293	8,256863947	7,046227094	4,357496041	5,787919911	7,364714033	4,26117225	3,185343506	5,344804316	3,650513384	4,790654952	5,261112887	2,873744863	6,55734026	4,402203629	4,672234389	5,786584918	4,49446174	3,968849856
miR-204-5p	8,90669838	12,24367206	12,32974526	12,12301071	7,577941486	10,08655788	8,458114729	10,0271844	14,21973225	11,77248812	10,76355363	9,875751182	12,66126823	8,301230193	11,03568978	11,72906191	12,79972997	12,63461762	8,703585281	13,42959309	11,04251517	12,12417883	13,84080473	7,92164269
miR-320c-1-3p	8,903244751	8,108453471	8,236362485	5,318360247	7,888118238	9,356874236	9,730037217	9,627198041	7,592413426	8,406145437	9,103569279	8,446244649	7,25603377	8,472495071	8,196876776	8,215014175	7,728606437	8,483525514	10,18252986	8,089863663	9,270779032	7,589904102	7,145230938	7,885363601
miR-4443-5p	8,843231644	6,461384957	6,78164651	5,227364244	6,159750068	8,662514214	8,778074483	8,879923928	6,812294385	7,745433364	7,412846126	8,233130819	6,03399045	8,478692889	6,330505722	7,710607702	6,998192896	7,22140822	10,50029108	7,666234674	9,380395956	6,661829077	6,493492453	6,193187797
miR-563-3p	8,821440078	8,304158608	7,849709438	6,699393465	7,426886962	9,503139275	8,615241082	8,68354425	8,320834003	7,771598499	8,310081046	7,989262717	4,518287409	8,086713704	7,803684957	8,499204085	6,638937779	7,94317796	8,936492201	7,704879652	7,887459321	7,130254592	5,589605791	6,749489471
miR-328-3p	8,746328364	8,433865611	8,437356967	7,605678531	7,877122772	9,533544515	9,372047714	8,611658371	8,720271967	8,787298009	9,397540508	9,425337242	8,031681637	9,063912989	8,760411088	9,060583093	9,360955945	8,27459273	9,751328067	9,174241682	10,08677078	7,763019233	8,470782847	7,309508718
miR-7975-3p	8,734716552	12,22993662	12,63793703	12,5939722	12,57077107	11,3601695	9,184115201	11,70223565	12,96573643	13,19095202	11,87288105	11,96003547	11,40469778	11,86418367	12,14678695	12,81399347	12,22010125	12,93068889	8,749279422	12,76276757	12,74643282	12,79581579	12,02922054	13,08847636
miR-8069-2-3p	8,687311508	6,149735665	6,631166702	6,547803173	6,560298431	8,153057096	8,971047014	7,579866771	6,849680983	7,368215412	7,138044437	6,566899046	6,948254137	7,370028535	6,295291611	6,867409045	6,633414498	6,823488092	8,284552347	6,962783495	8,246995173	6,572132261	7,276733085	6,699767089
miR-615-3p	8,625777075	8,334678157	9,180343415	7,189796192	7,746917294	9,352105441	8,702645996	8,536001899	9,069440315	8,76328262	9,231100217	8,987159461	8,943659241	8,262959242	9,301373628	8,842298727	9,364294161	8,694451103	9,85714146	9,523707183	9,125306087	8,450527893	9,155976658	8,079019204
miR-1307-5p	8,587555869	7,53123492	7,600573953	6,918833594	6,668335018	8,66983273	7,707252864	9,161470485	8,442932194	7,730266003	8,231742653	8,866697677	6,529770231	7,048683908	7,40720282	8,288460399	7,572078521	6,967821011	9,115809285	8,396830483	7,971431273	7,949440223	8,10117458	7,065256051
miR-181a-2-5p	8,561500663	12,26125541	12,44540128	11,63982555	12,56708121	10,97484353	7,685028779	10,42545387	13,21771133	12,63590638	11,19025482	13,13476737	12,97409332	11,77360592	12,07094837	13,56346518	12,56395473	13,43061537	9,215040102	13,03512501	12,36530382	11,9664958	13,39453614	12,48676874
miR-1246-5p	8,503379686	7,473891411	7,412339187	7,099671841	7,017412399	7,615002154	7,253099035	8,094135803	6,90907334	6,79174527	7,198137014	6,647335221	5,854203752	6,699737817	6,741438815	6,695717366	6,679701823	6,133922921	7,359667069	6,536586325	6,710549294	7,232270924	5,21737872	7,474105608
miR-769-5p	8,480386816	7,767318655	7,939363113	6,43031791	7,225227798	8,950846568	7,880236539	8,786379501	7,983916637	7,843842769	8,503481572	8,901339047	7,597968719	7,927275042	8,121083572	8,42669689	8,108397619	8,323118001	9,084460412	8,510272726	9,27234335	7,886557992	7,944770278	7,268409996
miR-1181-5p	8,461724979	8,636905769	9,503299392	9,309258625	9,319027511	9,496980568	8,311078941	9,68867546	9,617475449	10,02533258	9,19419741	8,817665473	9,385800496	9,022514077	8,862181077	9,329113514	9,396443254	9,784131222	8,291432835	10,12028586	10,07310919	9,476063412	9,565907124	10,00703562
miR-5100-3p	8,438053006	10,60563576	11,71384087	11,58102879	11,66388483	9,662037641	9,127558226	9,802826067	12,05644417	12,20537607	10,29088677	10,80640021	11,64620241	10,86615007	11,59713643	11,29526841	10,99347317	11,69805005	7,737636013	11,78287909	10,38266444	11,15636018	11,8226656	13,08060605
miR-663a-3p	8,423661113	5,985058217	6,488378516	6,313513195	6,520150363	7,77964345	8,386469213	7,573826207	5,607006642	6,114303305	6,295503077	5,435708096	5,692271087	6,148081167	4,968849369	4,911513797	5,546177065	4,591073574	6,798595797	4,715075571	6,48151584	5,976540281	4,957855453	6,152696591
miR-3195-5p	8,413986132	5,867522221	6,167525266	5,361792705	7,237660612	7,738471724	8,01699809	7,413955934	4,895883965	5,242529442	7,322139983	5,720720893	6,371558373	7,333562513	5,027249742	5,718890547	5,84271495	5,152897637	6,335631049	6,01942108	6,276708023	6,529441413	5,675942275	6,232573519
miR-8082-3p	8,389510956	4,697515407	5,233841964	4,349740732	4,709739817	6,257684392	8,011054984	5,661907468	2,973517917	3,590929564	4,598784386	2,969139761	2,918618394	3,091784849	2,606279632	1,804210669	2,978911113	2,958105297	5,467352081	0,88226466	4,13853392	4,171801605	2,12136612	3,680676684
miR-126-3p	8,384565697	14,69967171	14,40941753	14,3120029	14,97868263	13,33481519	8,940103397	11,32773346	15,4273313	14,87764172	13,82588046	14,86151433	15,58606345	14,59836883	14,72228391	15,91996831	15,11224542	16,22295012	10,60134242	15,77525707	13,43563428	14,84099069	16,07830759	15,55662121
miR-151a-3p	8,349465953	11,30950567	11,28484448	10,78485149	11,1202265	11,16746462	8,771058347	10,45615358	12,07121548	11,73070522	10,95625381	12,4964596	11,8010416	10,923162	11,2155865	12,17809998	11,56746203	12,21729547	9,774840181	12,12066382	11,30101814	11,37315611	12,41432887	11,5860573
miR-622-3p	8,339278583	10,23530932	9,884542349	9,061791823	9,841684494	10,77725818	7,792876131	9,455607407	10,95098358	10,66678543	10,01274904	11,01685328	8,454266674	10,297159	9,769620163	10,92717811	10,17115973	10,6701076	9,111927727	10,56492656	10,69890039	10,10839304	9,61385728	9,417711428
miR-5088-3p	8,303045388	5,727337884	6,729687031	6,06026481	6,227806291	7,759204452	8,367987759	7,286785628	6,218199569	6,545383612	6,408342607	5,371267092	5,485321296	6,06154165	4,938738054	5,530441397	6,565431191	6,138449554	7,549560497	6,401944496	7,111016134	5,924770676	6,254882636	5,83212479
miR-221-3p	8,287233906	10,91359808	10,0408938	10,07127581	11,81827322	9,884361968	8,698953889	11,62692901	11,68701075	12,4037839	10,69638688	12,24012628	12,12446824	11,20046516	11,14851741	11,46656408	12,4368451	11,97688551	9,555178117	11,75157758	10,73471889	11,35890186	13,51430422	11,36707122
miR-4497-5p	8,249652266	6,272522074	7,284915578	6,460598273	7,310088141	7,584347717	7,820324013	7,916983594	5,715137733	6,171571045	6,82901622	5,482217541	6,934737105	6,895893743	5,214828598	5,269076982	5,637298887	5,414121918	6,962757635	5,8125382	6,789786223	6,546669639	5,633419776	6,733105017
miR-23a-3p	8,244202642	13,11037173	13,12872293	12,40521317	14,33885702	10,71759702	7,750699617	10,20576133	14,26489625	13,88804951	11,21882073	13,48171713	14,98431947	11,88086428	12,95598573	13,82938954	13,83656034	14,47855403	9,004019425	13,8766667	11,88020803	13,23817417	15,10394393	14,55721104
miR-3142-5p	8,124731081	6,338262073	6,513179662	5,155140971	6,925622749	8,621584982	8,190048997	7,249376	6,896368335	6,320789895	7,542128124	7,216184059	4,802523616	7,681852053	6,817873411	7,73264814	5,712566692	6,90012689	8,124233363	7,341281604	7,523295643	6,716135604	4,693859319	6,588808117
miR-30c-2-3p	8,076482621	8,857525765	8,789201315	6,821082681	7,038883598	9,448869527	7,450455522	9,024235771	8,833903076	8,995097357	9,31671926	9,362494199	9,713891633	8,311683287	8,594089805	9,385847815	9,520567002	9,641534812	9,383887314	9,974265498	9,054340199	8,88235318	10,22574304	7,511945907
miR-451a-5p	8,070336507	12,53557461	13,38534139	14,25771054	16,5793423	13,98955718	8,591541334	13,88241722	15,80450064	13,57084503	12,64333541	11,38288834	16,95287889	17,88378786	15,83585598	14,49049327	14,61975895	15,63875168	12,78515769	15,15454541	14,92611145	15,68129978	15,49823909	12,99164865
miR-320a-5p	7,961635564	5,833732356	6,357543542	6,112054589	6,76311959	7,496526487	7,331498317	6,075036928	5,556217941	5,886989563	5,705654804	4,071401213	5,765362437	4,954437076	4,433875041	3,924287805	5,436276747	4,811175339	5,340404479	4,878544504	5,060941243	6,199872442	3,953040392	5,14990867
miR-4277-3p	7,872608386	6,490591176	6,78164651	5,484756018	6,168434747	7,568772733	8,735456535	8,672280504	5,804889969	5,914089058	6,964366478	6,181681386	4,916936011	7,117028426	6,817873411	6,264061198	5,84271495	5,746150302	7,250917091	5,406503821	6,990964785	6,605398092	5,041541494	7,095478723
miR-6817-3p	7,85841084	8,571780154	8,459857152	7,909940296	8,118081942	8,63286315	8,505385023	9,670392511	9,359639243	8,996682776	9,719354086	8,6495466	7,939939759	7,455469822	8,338480815	9,151331023	8,836815282	7,501686984	8,202974166	9,28223291	8,815213367	9,543050769	9,848624505	7,829603012
miR-6075-3p	7,807589402	5,285862935	5,428932547	5,523520169	6,354984241	6,586358409	7,654853879	7,063574181	6,054016265	5,743286369	6,265858151	4,364103225	6,267571451	6,119807543	5,608259624	4,872341798	6,24886311	4,591073574	6,210534768	5,433054099	6,088957742	6,242786652	5,521284164	6,014914517
miR-4633-5p	7,800180816	10,83571901	11,41474422	9,187811103	10,49607436	9,806818979	7,359833412	9,384917039	9,820760791	10,50909919	9,977747858	10,56081983	9,991394599	9,801826344	11,23971361	10,94763942	9,228015732	9,498328233	5,939810788	9,416357167	9,438925093	9,21560805	9,816318153	13,2057397
miR-4488-5p	7,792733987	4,620339454	5,07633695	4,16593755	4,477876352	6,276982425	8,022916814	7,139153879	4,811780943	3,946360463	7,485380142	4,953845588	4,782540617	6,749796565	5,917066787	4,170213856	3,174142034	3,847159276	6,62426807	4,34742453	6,020521692	4,657451856	3,845382981	6,722077751
miR-99b-5p	7,785248521	11,51956819	11,79350796	11,29416389	11,97453622	10,17150461	7,441645216	9,823338637	12,14382609	12,06281578	10,84475075	11,66811399	12,92942751	10,83786161	11,18785229	12,26962687	12,20790136	12,49929144	8,531194761	12,2114131	10,50511499	11,35798722	13,40563358	12,3998063
miR-4501-5p	7,777724013	10,75226477	9,714519905	7,225502546	9,402376685	10,37214173	7,685028779	9,494499267	9,457159679	9,785027163	9,311287659	9,84122592	7,282954034	8,382808101	7,876972439	9,876316518	9,448482536	7,670594084	6,91899889	8,393454491	7,989446082	9,875140732	8,700548581	9,475488542
miR-145-5p	7,762556231	12,22478587	11,37639618	12,64375688	12,56984949	10,32192658	7,873701143	8,689143316	12,81470121	12,96689929	10,86651751	11,9398686	14,07856437	11,10363064	11,46505723	12,52957299	13,48014899	13,8076764	8,565658481	13,52748076	10,51525377	12,60663195	15,04357861	13,00457575
miR-10400-3p	7,747227285	6,29752693	5,577428215	5,424584011	5,397122183	8,880045601	11,94721738	9,139144677	5,25556883	6,360734978	9,726173191	6,630226579	5,955845789	9,618639933	9,39583077	6,742631406	6,611107459	6,147460433	9,28737883	6,401944496	8,243246348	4,8639772	6,375894224	9,245505759
miR-6804-5p	7,747227285	4,192864657	3,142421391	1,729616912	2,555677527	4,383721454	5,741784659	2,736133507	1,483677258	1,328760631	4,091025015	0,278629912	2,166794825	2,279575867	1,142879859	0,562603914	1,552549041	-0,49606481	2,63930543	2,715909703	1,396641205	3,982214041	2,348655318	2,917992154
miR-874-3p	7,731733716	5,995283315	5,109243666	4,16593755	6,985823183	7,96952936	7,543975848	8,354117828	5,556217941	6,983040846	7,705625691	7,106643901	6,811959736	7,860495311	6,817873411	6,186337799	8,374844469	7,193402748	8,561395271	7,262048036	7,159558307	6,629853568	7,380012104	6,085449759
miR-27b-3p	7,723924085	14,45940513	14,44320842	13,56158973	14,27244457	11,31050429	7,806665347	10,8006715	16,33496342	14,47370631	12,37717549	14,02655155	15,71232875	12,69439643	14,09627875	15,21088516	14,71386201	15,27306015	9,097278157	15,03626636	12,76095334	14,36267334	16,4665259	14,98392509
miR-320d-1-3p	7,70288933	6,523463279	6,888821338	5,303587256	6,109524243	8,135543756	8,155982843	7,607726403	6,113189967	6,437764116	7,099349538	6,800993049	5,734489866	6,79678811	6,511877462	6,538821548	6,263239655	6,59885107	8,435051431	6,307526079	7,707979416	6,199509406	5,507222816	6,560816856
miR-1224-5p	7,668039913	5,146015253	5,008182409	4,433546983	4,867395835	6,646946716	7,212241616	7,097654875	4,167539553	4,394140377	6,235591269	3,349667882	4,970910287	4,417584466	4,938738054	3,126402093	5,410674332	2,226942183	6,308754212	4,819392826	5,420938299	5,161048985	5,916594094	5,537276884
miR-1180-3p	7,65987677	5,94341734	6,963606401	6,388929368	5,954129914	7,284059949	7,29283116	7,010894345	7,211506838	7,453810437	7,465957032	7,384800731	6,874654114	7,571357885	7,207009041	6,93074573	6,839346666	6,905448404	7,772478305	7,471861816	7,930056158	6,314945517	7,439841601	6,293436215
miR-501-5p	7,558136866	5,922137344	4,74056155	3,234787105	4,930022587	7,703241006	6,752491466	7,567760244	5,837157939	5,325612601	7,307664788	5,654570837	5,785583126	5,789727182	5,467718435	6,611988776	6,644439995	5,826893562	8,184612437	6,854002588	7,102764572	5,407271367	6,935439226	3,892216783
miR-26a-5p	7,558136866	14,90796606	14,74180099	14,38433213	15,49682581	11,61931003	7,899666951	11,01645992	16,04022553	15,13605079	12,88186575	14,88358834	17,01530611	13,35736012	14,11572796	15,72868755	15,71883465	15,76287089	9,429823826	15,52851464	12,91871299	14,74886376	17,57775511	15,29397873
miR-6883-5p	7,549325586	4,192864657	4,822220995	4,82354623	4,201477153	5,882625434	6,888373159	5,5432659	3,642803967	3,208592216	4,777480533	1,634035282	4,100809211	4,182664278	3,11714871	3,425995288	3,804973026	-0,49606481	4,401695156	2,715909703	3,596188496	5,349542312	3,987212037	4,176987089
miR-24-1-3p	7,549325586	12,80168749	12,47213213	12,70531241	13,46216017	10,9855138	7,527416885	9,975426401	13,96372189	13,26838278	11,40329355	12,81464016	14,15829828	11,95908307	12,61667154	13,57687673	13,25493079	13,6733162	8,308491848	13,47838392	11,34759165	12,85281932	14,50437852	13,72022742
miR-29a-3p	7,531539919	13,7561772	13,22452285	13,51374293	13,77230674	11,20824555	8,330299055	11,30990037	14,05256995	13,73981028	12,11872622	13,90774032	14,73782174	12,60052181	13,30474008	14,73221378	14,49108861	13,86482896	9,329771243	13,76347553	12,31708047	13,31990441	15,34720556	13,97532537
miR-7704-5p	7,504443417	5,702589974	6,371174051	6,500008129	5,944049559	7,057304952	7,535720124	7,316030226	5,793971579	5,681542237	6,448481343	6,064297571	5,96474051	5,893576752	5,26422912	5,50505549	5,871152161	5,924478669	6,89209205	5,891243274	7,214200699	5,226654836	5,361122701	6,169029698
miR-718-3p	7,495296963	9,077996401	9,966519714	9,859397987	9,625344835	8,883197244	7,799787214	8,852741386	9,895445865	10,19305725	9,227259864	8,73044502	9,460020554	9,466972018	8,846048203	9,491417258	9,376744123	10,09480588	7,379175625	10,01767183	9,799549341	9,703347991	9,522147069	10,19771598
miR-7846-3p	7,486092152	5,91137847	5,553716251	4,39225231	5,483175964	6,988733628	7,608374115	6,928082256	4,651660199	4,673271479	5,637841287	4,607319383	5,692271087	5,454527984	3,220881476	4,658737974	5,011490862	3,60700714	5,171670372	3,281146232	4,531781303	5,268791144	4,518027609	5,011846916
miR-12135-3p	7,486092152	8,492789814	8,401274907	6,02016471	7,869153823	7,122764427	5,712785578	10,6487643	10,33554204	10,32005803	7,426308275	10,07635273	8,901432028	5,598078965	8,740912389	9,790927442	10,51223899	7,935395105	8,866800517	10,51103676	8,73205879	9,665405296	11,59196272	6,448668165
